,Demanded Qty,Net OH Qty,BO,BO ETA
AOC-MTG-I2T-O,1,25,-,-
EWCSC,1,0,-,-
HDD-A12T-ST12000NM002G,16,354,400,None; None
HDS-I2T0-SSDSC2KB240G8,2,5034,350,10/30/2020(3650/4000)
HDS-IAN0-SSDPED1K750GAX,2,1,-,-
MC0037,1,0,-,-
MEM-DR432L-CL02-ER29,4,207,-,-
OSNBD3,1,0,-,-
P4X-CLX5215-SRFBC,2,30,550,12/31/2020(0/50); 12/31/2020(0/100); 12/31/2020(0/100); 12/31/2020(0/100); 12/31/2020(0/100); 12/31/2020(0/100)
SFT-DCMS-SINGLE,1,0,-,-
SSG-6049P-E1CR45L,1,0,-,-
